SpecID	Species	Wings	Green	Brown	Combined	Polymorphic	Pied	SexualDimorphism	AgeDependence	OtherVariants	RemarksMorphs	SourceMorphs
S05460	Bicolorana kraussi	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"brown individuals mentioned in Bellmann, images of green on GoE, multiple images of brown on Web search (under Metriptera kuntzeni)"
S05470	Broughtonia arnoldi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	single brown individual on https://twitter.com/orthopterach/status/1029073358430920705
S05480	Broughtonia domogledi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	single brown individual on https://www.iucnredlist.org/species/64551374/70271673
S05490	Bucephaloptera bucephala	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05500	Incertana decorata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images on google
S05510	Incertana drepanensis	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	a few images of brown on google search
S05520	Incertana incerta	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	several images of brown on google search
S05530	Metrioptera brachyptera	polymorph	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	.
S05540	Metrioptera buyssoni	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of green in Field Guide France
S05550	Metrioptera hoermanni	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	http://orthoptera.speciesfile.org/Common/basic/ShowImage.aspx?TaxonNameID=1142505&ImageID=208093; https://www.iucnredlist.org/species/68427655/70271693
S05560	Metrioptera karnyana	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05570	Metrioptera maritima	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	https://www.biodiversidadvirtual.org/insectarium/search.html
S05580	Metrioptera prenjica	.	NA	NA	NA	NA	NA	NA	NA	.	only three images	.
S05590	Metrioptera saussuriana	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05600	Metrioptera tsirojanni	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of two green morphs in Field Guide Greece
S05610	Metriptera ambigua	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05620	Metriptera caprai	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"multiple images on GoE and google, metioned in Fauna Italy"
S05630	Modestana ebneri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown on GoE
S05640	Modestana modesta	short	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	images of both morphs in Bellmann and GoE
S05650	Montana barretii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	just one image	image of brown on google search
S05660	Montana carpetana	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only three images	https://www.biodiversidadvirtual.org/insectarium/search.html
S05670	Montana decticiformis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05680	Montana eversmanni	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05690	Montana macedonica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05700	Montana medvedevi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only three images	.
S05710	Montana montana	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"Field guide Austria, images of green in OrthopteraApp"
S05720	Montana striata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images on GoE
S05730	Montana stricta	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images on GoE
S05740	Motana daghestanica	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05750	Pachytrachis bosniacus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05760	Pachytrachis frater	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S05770	Pachytrachis gracilis	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05780	Pachytrachis striolatus	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05790	Pachytrachis tumidus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images on OSF
S05800	Parnassiana chelmos	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs in Field Guide Greece
S05810	Parnassiana coracis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05820	Parnassiana dirphys	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	one image on GoE
S05830	Parnassiana fusca	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05840	Parnassiana gionica	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05850	Parnassiana menalon	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	https://www.iucnredlist.org/species/68450241/70624711
S05860	Parnassiana nigromarginata	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05870	Parnassiana panaetolikon	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05880	Parnassiana parnassica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown on GoE
S05890	Parnassiana parnon	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05900	Parnassiana tenuis	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	images of both morphs in Field Guide Greece and GoE
S05910	Parnassiana tymphiensis	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of green morphs in Field Guide Greece
S05920	Parnassiana tymphrestos	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	image of green on GoE
S05930	Platycleis affinis	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05940	Platycleis albopunctata	long	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	"image of partly green individual in Fauna Austria, also mentioned in Bellmann, image of Green in Fauna Baden-Wuerttemberg (mentioned as mostly fresh individuals)"
S05950	Platycleis concii	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05960	Platycleis escalerai	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05970	Platycleis falx	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05980	Platycleis grisea	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05990	Platycleis iberica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only three images	https://www.biodiversidadvirtual.org/insectarium/search.html; https://www.iucnredlist.org/species/68452832/75340471
S06000	Platycleis intermedia	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06010	Platycleis ragusai	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	decription in Fauna Italy
S06020	Platycleis romana	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06030	Platycleis sabulosa	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06040	Platycleis waltheri	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06050	Psorodonotus fieberi	short	common	dominant	common-dominant	polymorphic	absent	present	absent	"males usually brown, females green"	.	images of green individuals in Bellmann and on GoE
S06060	Psorodonotus illyricus	short	common	dominant	common-dominant	polymorphic	absent	present	absent	"males usually brown, females green"	abundances unclear	.
S06070	Psorodonotus macedonicus	short	common	dominant	common-dominant	polymorphic	absent	present	absent	"males usually brown, females green"	abundances unclear	"images of brown indiviudals in Bellmann, image of both morphs in Field Guide Greece, also http://www.pyrgus.de/Psorodonotus_macedonicus.html"
S06080	Psorodonotus specularis	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	image of green on http://www.biodiversity-georgia.net/gallery.php?taxon=Psorodonotus
S06090	Psorodonotus venosus	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	image of green https://www.flickr.com/photos/kz_yb/48796645957/in/photolist-fx5L6W-fwQ4nB-x8r9rb-wcn1iv-fAZrDh-2hkZyN2-paMyJS-wcn1V2-wckebt
S06100	Pterolepis berberica	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S06110	Pterolepis cordubensis	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S06120	Pterolepis elymica	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06130	Pterolepis lusitanica	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S06140	Pterolepis pedata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06150	Pterolepis spoliata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown on GoE
S06160	Rhacocleis agiostratica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06170	Rhacocleis anatolica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06180	Rhacocleis andikithirensis	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S06190	Rhacocleis annulata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06200	Rhacocleis baccettii	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06210	Rhacocleis bonfilsi 	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06220	Rhacocleis bucchicii	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06230	Rhacocleis corsicana 	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06240	Rhacocleis crypta	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06250	Rhacocleis derrai 	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06260	Rhacocleis distinguenda	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06270	Rhacocleis edentata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06280	Rhacocleis ferdinandi 	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06290	Rhacocleis germanica	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06300	Rhacocleis graeca	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06310	Rhacocleis insularis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06320	Rhacocleis japygia	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06330	Rhacocleis lithoscirtetes	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06340	Rhacocleis maculipedes	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06350	Rhacocleis neglecta	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06360	Rhacocleis poneli	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06370	Rhacocleis silvestrii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06380	Rhacocleis thyrrhenica	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06390	Rhacocleis trilobata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06400	Rhacocleis uvarovi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06410	Rhacocleis werneri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06420	Roeseliana ambitiosa	.	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs in Field Guide Greece
S06430	Roeseliana azami	short	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	green individual shown in Bellmann
S06440	Roeseliana brunneri	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	abundances unclear	images of both morphs in Bellmann
S06450	Roeseliana fedtschenkoi	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"one on http://biodiversity-georgia.net/index.php?imageID=11109, two with clear green in Fauna Moldavia"
S06460	Roeseliana oporina	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	https://www.semanticscholar.org/paper/Rediscovery-of-the-ghost-bush-cricket-Roeseliana-in-Guti%C3%A9rrez-Rodr%C3%ADguez-Garc%C3%ADa-Par%C3%ADs/505ab0661597f2bba9710d9076d51b69575c167d
S06470	Roeseliana roeselii	polymorph	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	.
S06480	Sardoplatycleis galvagnii	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06490	Schizonotinus forficalis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06500	Schizonotinus kerketa	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06510	Sepiana sepium	short	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	green indiviuals mentioned as rare in Bellmann
S06520	Sporadiana sporadarum	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	image of brown on GoE and multiple on google search
S06530	Tessellana  nigrosignata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06540	Tessellana carinata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06550	Tessellana lagrecai	polymorph	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06560	Tessellana orina	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06570	Tessellana tessellata	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06580	Tessellana veyseli	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06590	Vichetia knipperi 	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06600	Vichetia oblongicollis	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	"images of both morphs in Field Guide Greece, images of green in OSF"
S06610	Yersinella beybienko	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06620	Yersinella raymondi	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06630	Zeuneriana abbreviata	short	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"image of green wings in Field guide France, same image and more comments in Bellmann, image with green pronotom and wings in Field Guide Italy"
S06640	Zeuneriana amplipennis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06650	Zeuneriana burriana	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06660	Zeuneriana marmorata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06670	Amphiestris baetica	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"images of green on GoE, multiple images of brown on google search, e.g. https://www.google.com/search?q=Amphiestris+baetica&client=firefox-b-d&source=lnms&tbm=isch&sa=X&ved=0ahUKEwj9u-uDiPHlAhWREVAKHXmCCvIQ_AUIESgB&biw=1876&bih=1021&dpr=0.9#imgrc=0Oap98bLINGeCM:"
S06680	Medecticus assimilis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"multiple images on google search, a few green rather obviously misidentified"
S06690	Tettigonia balcanica	long	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"rarely yellowish to brownish mentioned in Bellmann, image of brown in Field Guide Greece"
S06700	Tettigonia cantans	long	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	own observation (images)
S06710	Tettigonia caudata	long	dominant	exceptional	dominant-exceptional	polymorphic	absent	absent	absent	.	.	image of non-green in OrthopteraApp
S06720	Tettigonia hispanica	.	mono	absent	mono-absent	green	absent	absent	absent	.	only one image	https://www.iucnredlist.org/species/68485030/75342367
S06730	Tettigonia longispina	long	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of green on GoE
S06740	Tettigonia silana 	long	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"multiple images of brown on GoE, image of brown in Field Guide Italy"
S06750	Tettigonia viridissima	long	dominant	exceptional	dominant-exceptional	polymorphic	absent	absent	absent	yellow-legged variants	.	"own observation (images), images of yellow-legged morphs in Bellmann France"
S06760	Thyreonotus bidens	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06770	Thyreonotus corsicus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06780	Acrida bicolor	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	.
S06790	Acrida oxycephala	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	.
S06800	Acrida turrita	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	abundances unclear	both morphs mentioned in Fauna Italy
S06810	Acrida ungarica	long	common	dominant	common-dominant	polymorphic	absent	weak	absent	polymorphism more common in females	.	.
S06820	Calephorus compressicornis	long	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	pictures of both colors in Field Guide France and Bellmann France
S06830	Phlocerus menetriesii	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06840	Phlocerus zaitzevi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06850	Duroniella carinata	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06860	Duroniella fracta	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	abundances unclear	.
S06870	Duroniella gracilis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06880	Duroniella kalmyka	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S06890	Duroniella laticornis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	https://www.researchgate.net/publication/316487733_Grasshoppers_and_locusts_Orthoptera_Caelifera_from_the_Palestinian_territories_at_the_Palestine_Museum_of_Natural_History_Grasshoppers_and_locusts_Orthoptera_Caelifera_from_the_Palestinian_territories/figures?lo=1
S06900	Duroniella lucasii	long	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs in Field Guide Italy
S06910	Truxalis nasuta	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	.
S06920	Calliptamus barbarus	long	absent	mono	absent-mono	brown	absent	absent	absent	striped morph f. marginella	.	striped morph f. marginella in Bellmann France
S06930	Calliptamus coelesyriensis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06940	Calliptamus italicus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06950	Calliptamus siciliae	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06960	Calliptamus tenuicercis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06970	Calliptamus wattenwylianus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06980	Paracaloptenus bolivari	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S06990	Paracaloptenus caloptenoides	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07000	Paracaloptenus cristatus	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07010	Anacridium aegyptium	long	absent	mono	absent-mono	brown	absent	absent	present	juveniles green	.	.
S07020	Schistocerca gregaria	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	green explicitly not mentioned in Bellmann
S07030	Acanthacris ruficornis	.	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	green individuals predominately nymphs	.	.
S07040	Egnatioides desertus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07050	Egnatius apicalis	.	NA	NA	NA	NA	NA	NA	NA	.	only one image	http://acrida.nsu.ru/photo/ACRIDIDAE/CATANTOPINAE/EGNATIINI/pages/Egnatius_apicalis_m_1238.html
S07060	Eyprepocnemis plorans	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07070	Heteracris adspersa	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S07080	Heteracris annulosa	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S07090	Heteracris littoralis	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07100	Heteracris pterosticha	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	.
S07110	Arcyptera (Arcyptera) fusca	polymorph	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"[1] image of brown individual, own observations (with images)"
S07120	Arcyptera (Arcyptera) tornosi	.	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	.
S07130	Arcyptera (Pararcyptera) alzonai	long	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	.
S07140	Arcyptera (Pararcyptera) brevipennis	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"images of green morphs in Bellmann, of brown morphs in Field guide France, both morphs in GoE"
S07150	Arcyptera (Pararcyptera) kheili	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"images of both forms (green less clear) in Field Guide France, both morphs in GoE"
S07160	Arcyptera (Pararcyptera) labiata	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs on GoE
S07170	Arcyptera (Pararcyptera) microptera	long	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	"images of completely non-green individuals in Field Guide France, images of both morphs on GoE"
S07180	Chrysochraon beybienkoi	short	common	dominant	common-dominant	polymorphic	absent	present	absent	.	.	.
S07190	Chrysochraon dispar	short	common	dominant	common-dominant	polymorphic	absent	present	absent	males sometimes yellow-brown	.	"males sometimes yellow-brown (Bellmann, image in OrthoperaApp)"
S07200	Euchorthippus albolineatus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S07210	Euchorthippus angustulus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07220	Euchorthippus chopardi	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07230	Euchorthippus declivus	polymorph	regular	dominant	regular-dominant	polymorphic	present	absent	absent	.	.	"sometimes greenish tinge (Field Guide Switzerland), but seems mostly metallic, image in Field Guide France, multiple clear green images in OrthopteraApp"
S07240	Euchorthippus elegantulus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07250	Euchorthippus pulvinatus	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07260	Euchorthippus sardous	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S07270	Euthystira brachyptera	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	Fauna Austria
S07280	Podismopsis keisti	short	common	dominant	common-dominant	polymorphic	present	weak	absent	metallic	.	.
S07290	Podismopsis poppiusi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07300	Podismopsis relicta	.	regular	dominant	regular-dominant	polymorphic	present	weak	absent	.	.	not very clear images on GoE
S07310	Podismopsis styriaca	short	common	dominant	common-dominant	polymorphic	absent	strong	absent	.	.	"image of both morphs in Bellmann, sexual dimorphism (Fauna Austria)"
S07320	Podismopsis transsylvana	.	common	dominant	common-dominant	polymorphic	absent	strong	absent	.	.	images of both morphs on GoE
S07330	Dociostaurus (Dociostaurus) hispanicus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07340	Dociostaurus (Dociostaurus) maroccanus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S07350	Dociostaurus (Dociostaurus) minutus	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	color mentioned in Fauna Italy
S07360	Dociostaurus (Kazakia) brevicollis	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07370	Dociostaurus (Kazakia) genei	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07380	Dociostaurus (Kazakia) jagoi	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07390	Dociostaurus (Kazakia) tartarus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only two images	http://macroid.ru/showphoto.php?photo=168951
S07400	Dociostaurus (Stauronotulus) crassiusculus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only three images	.
S07410	Dociostaurus (Stauronotulus) kraussi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07420	Eremippus cornatus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07430	Eremippus costatus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07440	Eremippus mirami	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07450	Eremippus opacus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07460	Eremippus simplex	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07470	Eremippus sobolevi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07480	Notostaurus albicornis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07490	Notostaurus anatolicus	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07500	Xerohippus occidentalis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	http://www.almerinatura.com/galerias/insectos/imagepages/insecto202.html; https://www.biodiversidadvirtual.org/insectarium/Xerohippus-occidentalis-Pascual-y-Aguirre-1996-img924427.html
S07510	Xerohippus solerii	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
S07520	Aeropedellus variegatus	mixed	dominant	common	dominant-common	polymorphic	present	absent	absent	.	abundances unclear	light green individuals mostly in females (Field Guide Gemany)
S07530	Aeropedellus volgensis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07540	Brachycrotaphus tryxalicerus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	"just one image, green likely exists"	.
S07550	Chorthippus (Chorthippus) abchasicus	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07560	Chorthippus (Chorthippus) albomarginatus	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	abundances unclear	.
S07570	Chorthippus (Chorthippus) dichrous	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	images of brown in Fauna Moldavia
S07580	Chorthippus (Chorthippus) dorsatus	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	abundances unclear	.
S07590	Chorthippus (Chorthippus) ferdinandi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07600	Chorthippus (Chorthippus) jucundus	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	usually brown according to Fauna Catalunya
S07610	Chorthippus (Chorthippus) karelini	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	both morphs mentioned in Fauna Italy
S07620	Chorthippus (Chorthippus) lacustris	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"images of brown morphs in Field Guide Greece, images of both morphs in OSF"
S07630	Chorthippus (Chorthippus) loratus	long	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of brown morphs in Field Guide Greece and Fauna Moldavia
S07640	Chorthippus (Chorthippus) oschei	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"images of green morphs in Field Guide Greece, images of brown morphs in Bellmann, images of both in Fauna Moldavia"
S07650	Chorthippus (Chorthippus) smardai	.	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	only two images	https://www.orthoptera.ch/news/item/chorthippus-smardai-from-slovakia; https://www.iucnredlist.org/ja/species/69638285/69638393
S07660	Chorthippus (Glyptobothrus) acroleucus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images on GoE
S07670	Chorthippus (Glyptobothrus) alticola	short	regular	dominant	regular-dominant	polymorphic	present	absent	absent	.	.	green mentioned in Bellmann (not as exceptional)
S07680	Chorthippus (Glyptobothrus) apicalis	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"image of brown in Fauna Catalunya, images of both in GoE"
S07690	Chorthippus (Glyptobothrus) apricarius	long	rare	dominant	rare-dominant	polymorphic	present	absent	absent	.	.	"rarely green (Fauna Austria), image of pied in OrthopteraApp, images of shiny slight-green in OrthopteraApp, image of clear green (long-winged) on GoE"
S07700	Chorthippus (Glyptobothrus) ariasi	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S07710	Chorthippus (Glyptobothrus) biguttulus	long	regular	dominant	regular-dominant	polymorphic	present	absent	absent	"pink, geographic variation"	.	.
S07720	Chorthippus (Glyptobothrus) bionatus	long	common	dominant	common-dominant	polymorphic	present	absent	absent	.	abundances unclear	images of both morphs in Field Guide France
S07730	Chorthippus (Glyptobothrus) biroi	.	absent	mono	absent-mono	brown	present	absent	absent	.	.	images of multiple brown on GoE and google search
S07740	Chorthippus (Glyptobothrus) bornhalmi	long	absent	mono	absent-mono	brown	present	absent	absent	.	.	.
